affinescript	conformance/invalid/004_unexpected_token.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/004_unexpected_token.affine:4:3: parse error: Syntax error
affinescript	conformance/invalid/005_missing_arrow.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/005_missing_arrow.affine:3:9: parse error: Syntax error
affinescript	conformance/invalid/006_bad_operator.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/006_bad_operator.affine:4:11: parse error: Syntax error
affinescript	conformance/invalid/007_incomplete_effect.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/007_incomplete_effect.affine:4:27: parse error: Syntax error
affinescript	conformance/invalid/008_mismatched_parens.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/008_mismatched_parens.affine:4:16: parse error: Syntax error
affinescript	conformance/invalid/009_reserved_keyword.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/009_reserved_keyword.affine:4:3: parse error: Syntax error
affinescript	conformance/invalid/010_empty_match.affine	PASS	Type checking passed
affinescript	conformance/invalid/011_bad_escape.affine	PASS	Type checking passed
affinescript	conformance/invalid/012_trailing_comma.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/invalid/012_trailing_comma.affine:3:15: parse error: Syntax error
affinescript	conformance/valid/001_empty.affine	PASS	Type checking passed
affinescript	conformance/valid/002_comments.affine	PASS	Type checking passed
affinescript	conformance/valid/003_let_bindings.affine	PASS	Type checking passed
affinescript	conformance/valid/004_literals.affine	PASS	Type checking passed
affinescript	conformance/valid/005_functions.affine	PASS	Type checking passed
affinescript	conformance/valid/006_type_alias.affine	TYPE-ONLY	Not implemented: Too many arguments for kind
affinescript	conformance/valid/007_struct_def.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/valid/007_struct_def.affine:20:3: parse error: Syntax error
affinescript	conformance/valid/008_enum_def.affine	PASS	Type checking passed
affinescript	conformance/valid/009_effect_def.affine	PASS	Type checking passed
affinescript	conformance/valid/010_pattern_match.affine	PASS	Type checking passed
affinescript	conformance/valid/011_rows.affine	PASS	Type checking passed
affinescript	conformance/valid/012_ownership.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/conformance/valid/012_ownership.affine:19:3: parse error: Syntax error
affinescript	docs/guides/warmup/01_basics.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/docs/guides/warmup/01_basics.affine:1:1: parse error: Syntax error
affinescript	docs/guides/warmup/02_ownership.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/docs/guides/warmup/02_ownership.affine:36:13: parse error: Syntax error
affinescript	docs/guides/warmup/03_effects.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/docs/guides/warmup/03_effects.affine:37:50: parse error: Syntax error
affinescript	docs/guides/warmup/04_rows.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/docs/guides/warmup/04_rows.affine:21:39: parse error: Syntax error
affinescript	editors/vscode/src/extension.affine	PASS	Type checking passed
affinescript	examples/comprehensive_test.affine	PASS	Type checking passed
affinescript	examples/effects.affine	PASS	Type checking passed
affinescript	examples/exception_test.affine	PASS	Type checking passed
affinescript	examples/faces/hello-cafe.affine	PASS	Type checking passed
affinescript	examples/faces/hello-canonical.affine	PASS	Type checking passed
affinescript	examples/faces/hello-jaffa.affine	PASS	Type checking passed
affinescript	examples/faces/hello-lucid.affine	PASS	Type checking passed
affinescript	examples/faces/hello-pseudo.affine	PASS	Type checking passed
affinescript	examples/faces/hello-rattle.affine	PASS	Type checking passed
affinescript	examples/hello.affine	PASS	Type checking passed
affinescript	examples/lessons/01_hello.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/examples/lessons/01_hello.affine:1:1: parse error: Syntax error
affinescript	examples/ownership.affine	PASS	Type checking passed
affinescript	examples/rows.affine	PASS	Type checking passed
affinescript	examples/simple_test.affine	PASS	Type checking passed
affinescript	examples/traits.affine	PASS	Type checking passed
affinescript	examples/typecheck_complete_test.affine	PASS	Type checking passed
affinescript	examples/typecheck_features_test.affine	PASS	Type checking passed
affinescript	examples/vscode_extension_minimal.affine	PASS	Type checking passed
affinescript	road-skate/hello.affine	PASS	Type checking passed
affinescript	road-skate/minimal.affine	PASS	Type checking passed
affinescript	road-skate/physics_example.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/physics_example.affine:4:5: parse error: Syntax error
affinescript	road-skate/road_render.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/road_render.affine:4:5: parse error: Syntax error
affinescript	road-skate/road_render_final.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/road_render_final.affine:15:20: parse error: Syntax error
affinescript	road-skate/road_render_fixed.affine	PASS	Type checking passed
affinescript	road-skate/road_render_minimal.affine	PASS	Type checking passed
affinescript	road-skate/road_render_simple.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/road_render_simple.affine:19:5: parse error: Syntax error
affinescript	road-skate/road_render_step1.affine	PASS	Type checking passed
affinescript	road-skate/road_render_step2.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/road_render_step2.affine:15:20: parse error: Syntax error
affinescript	road-skate/road_render_step2_fixed.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/road_render_step2_fixed.affine:15:20: parse error: Syntax error
affinescript	road-skate/road_render_working.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/road_render_working.affine:15:20: parse error: Syntax error
affinescript	road-skate/simple_test.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/simple_test.affine:8:3: parse error: Syntax error
affinescript	road-skate/test_config.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/test_config.affine:8:16: parse error: Syntax error
affinescript	road-skate/test_exact.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/test_exact.affine:8:3: parse error: Syntax error
affinescript	road-skate/test_minimal.affine	PASS	Type checking passed
affinescript	road-skate/test_projection.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/road-skate/test_projection.affine:4:5: parse error: Syntax error
affinescript	stdlib/Ajv.affine	PASS	Type checking passed
affinescript	stdlib/Core.affine	PASS	Type checking passed
affinescript	stdlib/Crypto.affine	PASS	Type checking passed
affinescript	stdlib/Deno.affine	PASS	Type checking passed
affinescript	stdlib/Grammy.affine	PASS	Type checking passed
affinescript	stdlib/Http.affine	PASS	Type checking passed
affinescript	stdlib/Network.affine	PASS	Type checking passed
affinescript	stdlib/Sqlite.affine	PASS	Type checking passed
affinescript	stdlib/Vscode.affine	PASS	Type checking passed
affinescript	stdlib/VscodeLanguageClient.affine	PASS	Type checking passed
affinescript	stdlib/collections.affine	PASS	Type checking passed
affinescript	stdlib/effects.affine	PASS	Type checking passed
affinescript	stdlib/io.affine	PASS	Type checking passed
affinescript	stdlib/math.affine	PASS	Type checking passed
affinescript	stdlib/option.affine	PASS	Type checking passed
affinescript	stdlib/prelude.affine	PASS	Type checking passed
affinescript	stdlib/result.affine	PASS	Type checking passed
affinescript	stdlib/string.affine	PASS	Type checking passed
affinescript	stdlib/testing.affine	PASS	Type checking passed
affinescript	stdlib/traits.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/CrossCallee.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/PortNames.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/affine_basic.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/affine_let_valid.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/affine_let_valid_sugar.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/affine_violation.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/arithmetic.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/bitwise.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/bug_001_omega_let_smuggles_linear.affine	TYPE-ONLY	Quantity error: @linear binding 'r' must be used exactly once, but was used multiple times
affinescript	test/e2e/fixtures/bug_001_sugar_form.affine	TYPE-ONLY	Quantity error: @linear binding 'r' must be used exactly once, but was used multiple times
affinescript	test/e2e/fixtures/cmd_dropped.affine	TYPE-ONLY	Quantity error: @linear binding 'cmd' must be used exactly once, but was never used
affinescript	test/e2e/fixtures/cmd_linear.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/counter.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/cross_caller_drop.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	test/e2e/fixtures/cross_caller_dup.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	test/e2e/fixtures/cross_caller_ok.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	test/e2e/fixtures/cross_const_caller.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	test/e2e/fixtures/dependent_types.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/effects.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/erased_violation.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/full_pipeline.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/interp_simple.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/julia_simple.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/lambda.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/linear_arrow.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/linear_arrow_violation.affine	TYPE-ONLY	Quantity error: @linear binding 'x' must be used exactly once, but was used multiple times
affinescript	test/e2e/fixtures/ownership.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/ownership_codegen.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/pattern_match.affine	TYPE-ONLY	Unification error: (Unify.TypeMismatch (Int, Unit))
affinescript	test/e2e/fixtures/refinement_types.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/row_polymorphism.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/titlescreen.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/trait_impl_missing_method.affine	TYPE-ONLY	Not implemented: Method 'summary' required by trait 'Describe' is not implemented
affinescript	test/e2e/fixtures/trait_impl_valid.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/traits.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/try_body_only.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/try_catch_finally.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/try_catch_var.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/try_catch_wildcard.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/try_finally.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/type_decls.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/verify_ownership_clean.affine	PASS	Type checking passed
affinescript	test/e2e/fixtures/wasm_simple.affine	PASS	Type checking passed
affinescript	test/golden/binary_ops.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedVariable
affinescript	test/golden/effects.affine	PASS	Type checking passed
affinescript	test/golden/functions.affine	PASS	Type checking passed
affinescript	test/golden/hello.affine	PASS	Type checking passed
affinescript	test/golden/imports.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	test/golden/lambda.affine	PASS	Type checking passed
affinescript	test/golden/literals.affine	PASS	Type checking passed
affinescript	test/golden/ownership.affine	PASS	Type checking passed
affinescript	test/golden/patterns.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedVariable
affinescript	test/golden/rows.affine	PASS	Type checking passed
affinescript	test/golden/traits.affine	PASS	Type checking passed
affinescript	test/golden/types.affine	PASS	Type checking passed
affinescript	tests/borrow/minimal.affine	PASS	Type checking passed
affinescript	tests/borrow/move_test.affine	PASS	Type checking passed
affinescript	tests/borrow/simple.affine	PASS	Type checking passed
affinescript	tests/borrow/simple_move_test.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/borrow/simple_move_test.affine:3:28: parse error: Syntax error
affinescript	tests/borrow/simple_own.affine	PASS	Type checking passed
affinescript	tests/borrow/test_immutable_assign_error.affine	TYPE-ONLY	Borrow error: cannot borrow `x` as mutable — it is not declared with `let mut` (at /home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/borrow/test_immutable_ass
affinescript	tests/borrow/test_move.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/borrow/test_move.affine:47:5: parse error: Syntax error
affinescript	tests/borrow/test_move_after_use.affine	TYPE-ONLY	Borrow error: use of moved value: `x`
affinescript	tests/borrow/test_mutable_borrow.affine	PASS	Type checking passed
affinescript	tests/borrow/test_ref_borrow.affine	PASS	Type checking passed
affinescript	tests/borrow/use_after_move.affine	TYPE-ONLY	Borrow error: use of moved value: `value`
affinescript	tests/borrow/valid_move.affine	PASS	Type checking passed
affinescript	tests/codegen-deno/class_basic.affine	PASS	Type checking passed
affinescript	tests/codegen-deno/control_flow.affine	PASS	Type checking passed
affinescript	tests/codegen-deno/http_fetch.affine	PASS	Type checking passed
affinescript	tests/codegen-deno/match_enum.affine	PASS	Type checking passed
affinescript	tests/codegen-deno/ref_fields.affine	PASS	Type checking passed
affinescript	tests/codegen-deno/string_prims.affine	PASS	Type checking passed
affinescript	tests/codegen/http_thenable_skeleton.affine	PASS	Type checking passed
affinescript	tests/codegen/simple_arithmetic.affine	PASS	Type checking passed
affinescript	tests/codegen/test_array_bounds.affine	PASS	Type checking passed
affinescript	tests/codegen/test_array_empty.affine	PASS	Type checking passed
affinescript	tests/codegen/test_array_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_array_single.affine	PASS	Type checking passed
affinescript	tests/codegen/test_array_sum.affine	PASS	Type checking passed
affinescript	tests/codegen/test_assign_compound.affine	PASS	Type checking passed
affinescript	tests/codegen/test_assign_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_closure_capture.affine	PASS	Type checking passed
affinescript	tests/codegen/test_closure_debug.affine	PASS	Type checking passed
affinescript	tests/codegen/test_closure_multi_capture.affine	PASS	Type checking passed
affinescript	tests/codegen/test_enum_pattern.affine	PASS	Type checking passed
affinescript	tests/codegen/test_for_loop.affine	PASS	Type checking passed
affinescript	tests/codegen/test_function_call.affine	PASS	Type checking passed
affinescript	tests/codegen/test_lambda_call.affine	PASS	Type checking passed
affinescript	tests/codegen/test_lambda_multi_param.affine	PASS	Type checking passed
affinescript	tests/codegen/test_match_literal.affine	PASS	Type checking passed
affinescript	tests/codegen/test_match_mixed.affine	PASS	Type checking passed
affinescript	tests/codegen/test_match_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_multiple_calls.affine	PASS	Type checking passed
affinescript	tests/codegen/test_multiple_lambdas.affine	PASS	Type checking passed
affinescript	tests/codegen/test_opt_constant_fold.affine	PASS	Type checking passed
affinescript	tests/codegen/test_opt_if_fold.affine	PASS	Type checking passed
affinescript	tests/codegen/test_pattern_as.affine	PASS	Type checking passed
affinescript	tests/codegen/test_pattern_or.affine	PASS	Type checking passed
affinescript	tests/codegen/test_pattern_record.affine	PASS	Type checking passed
affinescript	tests/codegen/test_pattern_tuple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_record_multi_field.affine	PASS	Type checking passed
affinescript	tests/codegen/test_record_multiple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_record_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_recursive_call.affine	PASS	Type checking passed
affinescript	tests/codegen/test_ref_deref_chain.affine	PASS	Type checking passed
affinescript	tests/codegen/test_ref_deref_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_simple_lambda.affine	PASS	Type checking passed
affinescript	tests/codegen/test_string_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_tuple_five.affine	PASS	Type checking passed
affinescript	tests/codegen/test_tuple_nested.affine	PASS	Type checking passed
affinescript	tests/codegen/test_tuple_pair.affine	PASS	Type checking passed
affinescript	tests/codegen/test_tuple_record_array.affine	PASS	Type checking passed
affinescript	tests/codegen/test_tuple_simple.affine	PASS	Type checking passed
affinescript	tests/codegen/test_variant_as_int.affine	PASS	Type checking passed
affinescript	tests/codegen/test_variant_match_arg.affine	PASS	Type checking passed
affinescript	tests/codegen/test_variant_match_none.affine	PASS	Type checking passed
affinescript	tests/codegen/test_variant_multi_arg.affine	PASS	Type checking passed
affinescript	tests/codegen/test_variant_with_arg.affine	PASS	Type checking passed
affinescript	tests/codegen/test_while_loop.affine	PASS	Type checking passed
affinescript	tests/conformance/arithmetic/add.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/arithmetic/add.affine:47:5: parse error: Syntax error
affinescript	tests/conformance/arithmetic/divide.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/arithmetic/divide.affine:54:5: parse error: Syntax error
affinescript	tests/conformance/arithmetic/modulo.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/arithmetic/modulo.affine:47:5: parse error: Syntax error
affinescript	tests/conformance/arithmetic/multiply.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/arithmetic/multiply.affine:54:5: parse error: Syntax error
affinescript	tests/conformance/arithmetic/subtract.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/arithmetic/subtract.affine:54:5: parse error: Syntax error
affinescript	tests/conformance/collection/contains.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/collection/contains.affine:60:5: parse error: Syntax error
affinescript	tests/conformance/collection/filter.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/collection/filter.affine:52:5: parse error: Syntax error
affinescript	tests/conformance/collection/fold.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/collection/fold.affine:60:5: parse error: Syntax error
affinescript	tests/conformance/collection/map.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/collection/map.affine:52:5: parse error: Syntax error
affinescript	tests/conformance/comparison/equal.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/comparison/equal.affine:46:5: parse error: Syntax error
affinescript	tests/conformance/comparison/greater_equal.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/comparison/greater_equal.affine:36:5: parse error: Syntax error
affinescript	tests/conformance/comparison/greater_than.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/comparison/greater_than.affine:36:5: parse error: Syntax error
affinescript	tests/conformance/comparison/less_equal.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/comparison/less_equal.affine:36:5: parse error: Syntax error
affinescript	tests/conformance/comparison/less_than.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/comparison/less_than.affine:36:5: parse error: Syntax error
affinescript	tests/conformance/comparison/not_equal.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/comparison/not_equal.affine:36:5: parse error: Syntax error
affinescript	tests/conformance/conditional/if_then_else.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/conditional/if_then_else.affine:47:5: parse error: Syntax error
affinescript	tests/conformance/logical/and.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/logical/and.affine:31:5: parse error: Syntax error
affinescript	tests/conformance/logical/not.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/logical/not.affine:21:5: parse error: Syntax error
affinescript	tests/conformance/logical/or.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/logical/or.affine:31:5: parse error: Syntax error
affinescript	tests/conformance/run_all.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/run_all.affine:1:1: parse error: Syntax error
affinescript	tests/conformance/string/concat.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/string/concat.affine:41:5: parse error: Syntax error
affinescript	tests/conformance/string/length.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/string/length.affine:41:5: parse error: Syntax error
affinescript	tests/conformance/string/substring.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/conformance/string/substring.affine:44:5: parse error: Syntax error
affinescript	tests/effects/basic_effect.affine	PASS	Type checking passed
affinescript	tests/modules/test_const.affine	PASS	Type checking passed
affinescript	tests/modules/test_import.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	tests/modules/test_import_only.affine	PASS	Type checking passed
affinescript	tests/modules/test_math_functions.affine	TYPE-ONLY	Resolution error: (Resolve.UndefinedModule
affinescript	tests/modules/test_no_import.affine	PASS	Type checking passed
affinescript	tests/modules/test_simple_import.affine	PASS	Type checking passed
affinescript	tests/parser/baseline_block.affine	PASS	Type checking passed
affinescript	tests/parser/baseline_stmt.affine	PASS	Type checking passed
affinescript	tests/parser/unsafe_all.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/parser/unsafe_all.affine:36:10: parse error: Syntax error
affinescript	tests/parser/unsafe_empty.affine	PASS	Type checking passed
affinescript	tests/parser/unsafe_ops.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/parser/unsafe_ops.affine:11:13: parse error: Syntax error
affinescript	tests/parser/unsafe_read.affine	PASS	Type checking passed
affinescript	tests/parser/unsafe_simple.affine	PASS	Type checking passed
affinescript	tests/parser/unsafe_stmt.affine	PASS	Type checking passed
affinescript	tests/scratch/test_if.affine	PASS	Type checking passed
affinescript	tests/scratch/test_min.affine	PASS	Type checking passed
affinescript	tests/scratch/test_simple.affine	PASS	Type checking passed
affinescript	tests/scratch/test_spread.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/scratch/test_spread.affine:2:13: parse error: Syntax error
affinescript	tests/scratch/test_spread2.affine	DRIFT-SYNTAX	/home/hyperpolymath/dev/repos/.affine-audit/clones/affinescript/tests/scratch/test_spread2.affine:2:13: parse error: Syntax error
